movie, 18210 
film, 15516 
one, 10585 
like, 7821 
good, 5386 
even, 5279 
time, 5056 
would, 4985 
see, 4673 
really, 4494 
story, 4474 
bad, 4058 
well, 3897 
people, 3786 
get, 3664 
great, 3518 
first, 3503 
made, 3398 
much, 3364 
also, 3345 
movies, 3219 
make, 3127 
could, 3101 
way, 3032 
think, 2981 
seen, 2971 
watch, 2933 
ever, 2908 
acting, 2722 
films, 2714 
characters, 2712 
never, 2649 
life, 2585 
best, 2566 
plot, 2547 
show, 2546 
two, 2539 
love, 2538 
many, 2510 
character, 2465 
know, 2432 
man, 2222 
say, 2164 
little, 2142 
better, 2121 
still, 2092 
end, 2085 
scene, 2069 
go, 2030 
back, 1993 
something, 1950 
watching, 1950 
scenes, 1875 
real, 1836 
thing, 1778 
years, 1741 
actors, 1724 
10, 1694 
old, 1691 
funny, 1689 
nothing, 1687 
every, 1663 
new, 1658 
director, 1651 
actually, 1648 
makes, 1642 
another, 1628 
though, 1604 
look, 1597 
work, 1578 
going, 1571 
world, 1542 
want, 1528 
find, 1517 
us, 1514 
got, 1456 
lot, 1431 
part, 1424 
worst, 1406 
cast, 1402 
around, 1400 
saw, 1367 
take, 1362 
things, 1360 
thought, 1326 
give, 1326 
series, 1319 
fact, 1314 
young, 1313 
may, 1301 
must, 1294 
come, 1291 
without, 1281 
long, 1277 
action, 1274 
horror, 1272 
right, 1271 
original, 1262 
quite, 1250 
times, 1239 
big, 1234 
enough, 1232 
script, 1230 
point, 1227 
always, 1227 
however, 1222 
music, 1206 
least, 1204 
seems, 1203 
whole, 1199 
comedy, 1198 
making, 1198 
minutes, 1186 
done, 1180 
almost, 1174 
guy, 1172 
anything, 1167 
family, 1167 
2, 1161 
since, 1147 
gets, 1143 
feel, 1128 
anyone, 1108 
far, 1108 
girl, 1096 
might, 1096 
last, 1094 
probably, 1093 
pretty, 1091 
away, 1088 
believe, 1082 
yet, 1080 
performance, 1075 
day, 1062 
role, 1051 
money, 1049 
bit, 1041 
hard, 1032 
kind, 1031 
interesting, 1026 
tv, 1023 
sure, 1011 
woman, 1009 
year, 985 
1, 976 
put, 967 
comes, 966 
screen, 961 
watched, 960 
fun, 958 
everything, 955 
course, 954 
someone, 951 
sense, 949 
dvd, 946 
true, 945 
trying, 942 
especially, 938 
book, 935 
looks, 933 
let, 922 
actor, 921 
found, 920 
shows, 918 
goes, 918 
looking, 913 
although, 911 
maybe, 904 
everyone, 899 
different, 897 
set, 892 
place, 888 
rather, 887 
awful, 884 
reason, 869 
said, 868 
shot, 868 
played, 868 
special, 866 
beautiful, 863 
version, 860 
effects, 856 
main, 855 
american, 852 
audience, 852 
takes, 851 
three, 847 
instead, 842 
high, 839 
john, 837 
job, 826 
together, 822 
seeing, 822 
terrible, 814 
play, 813 
plays, 813 
mind, 812 
house, 812 
ending, 810 
night, 810 
idea, 802 
else, 801 
star, 801 
left, 793 
worth, 788 
black, 787 
truly, 786 
video, 783 
read, 781 
later, 780 
father, 779 
seem, 775 
simply, 774 
hollywood, 772 
excellent, 768 
need, 764 
completely, 756 
camera, 753 
friends, 751 
war, 747 
boring, 744 
stupid, 743 
second, 742 
waste, 738 
line, 732 
poor, 728 
wife, 727 
fan, 725 
less, 725 
used, 720 
death, 717 
half, 715 
wrong, 713 
either, 710 
short, 708 
use, 707 
women, 707 
kids, 705 
full, 703 
classic, 701 
home, 701 
performances, 701 
budget, 700 
help, 700 
tell, 693 
piece, 690 
try, 689 
top, 687 
low, 686 
wonderful, 684 
recommend, 684 
person, 678 
enjoy, 677 
next, 676 
school, 675 
understand, 674 
absolutely, 673 
perfect, 671 
start, 670 
men, 669 
production, 669 
face, 666 
dead, 658 
mean, 654 
entire, 653 
sex, 652 
rest, 649 
given, 646 
nice, 641 
came, 640 
oh, 640 
perhaps, 638 
written, 638 
episode, 636 
cinema, 634 
remember, 632 
name, 628 
worse, 626 
3, 620 
dialogue, 620 
getting, 614 
head, 614 
supposed, 612 
human, 612 
definitely, 609 
keep, 609 
boy, 607 
lines, 606 
along, 606 
stars, 605 
small, 604 
friend, 604 
lost, 603 
live, 603 
others, 601 
called, 600 
often, 598 
felt, 598 
yes, 593 
mr, 590 
horrible, 590 
went, 588 
case, 588 
gives, 588 
hope, 587 
amazing, 585 
children, 581 
loved, 581 
laugh, 578 
playing, 578 
mother, 571 
beginning, 568 
wanted, 565 
heart, 564 
several, 563 
white, 559 
5, 555 
